,IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
9709,935096,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4840963357335678,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
9710,924579,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.4782584258354346,tidak,sebelum 2020,belum menikah,ada,32765,9000.0,keluarga,2,0,0,tidak
9711,463428,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5421610427901323,ya,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,tidak
9712,777741,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,antara 2-3x UMR,0.6031812914139848,tidak,sebelum 2020,menikah,ada,32765,8000.0,keluarga,1,0,0,tidak
9713,65109,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,ada,32765,10000.0,keluarga,0,0,0,tidak
9714,180600,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4628754611465063,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,5,tidak
9715,838605,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5729883714629044,ya,sebelum 2020,menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
9716,227255,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.4807020135427639,ya,setelah 2020,menikah,ada,10238,,keluarga,5,0,6,tidak
9717,763816,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4269956172654475,ya,setelah 2020,belum menikah,tidak ada,92101,15000.0,keluarga,1,2,2,tidak
9718,454542,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3909000984565381,tidak,sebelum 2020,menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
9719,470792,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.3939431387052909,ya,setelah 2020,belum menikah,ada,32765,12000.0,keluarga,2,1,0,tidak
9720,852331,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.5651781072384356,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
9721,570485,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.599471874758125,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
9722,418223,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,4,tidak
9723,198601,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5431353523779442,ya,sebelum 2020,belum menikah,tidak ada,32765,8000.0,keluarga,0,0,0,ya
9724,150465,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.4470090425194109,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
9725,915405,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.485242391843809,ya,setelah 2020,menikah,tidak ada,10238,11000.0,keluarga,0,0,0,tidak
9726,880036,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2307432643975241,tidak,sebelum 2020,belum menikah,ada,92101,9000.0,sport,0,0,0,ya
9727,43228,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6969531397597643,ya,sebelum 2020,menikah,ada,32765,7000.0,sport,0,0,0,ya
9728,641605,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.3827525807478351,ya,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
9729,878204,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.352470054088405,ya,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,tidak
9730,365796,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4535879848777584,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
9731,67013,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,antara 1-2x UMR,0.4722141399816714,ya,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,5,0,0,tidak
9732,517241,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5956938221197036,ya,setelah 2020,menikah,ada,10238,6000.0,keluarga,4,0,5,tidak
9733,404116,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5365377683863043,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,0,0,0,tidak
9734,10365,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.4496756293279009,tidak,setelah 2020,belum menikah,ada,32765,11000.0,keluarga,2,0,0,tidak
9735,699207,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.5375161311706116,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,1,0,0,tidak
9736,46446,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7613578975600771,ya,sebelum 2020,belum menikah,ada,32765,8000.0,keluarga,5,0,1,tidak
9737,565568,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3609701341564141,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
9738,373037,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.284982921718786,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,6,0,0,ya
9739,434251,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6642204178138843,ya,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,0,0,0,tidak
9740,828938,antara 40-65 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4167492589952589,tidak,sebelum 2020,belum menikah,ada,10238,17000.0,keluarga,0,0,0,ya
9741,68610,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5234621609966821,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,2,0,3,tidak
9742,35732,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3256224191074233,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
9743,612494,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6254168939329904,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,1,2,0,tidak
9744,454786,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.3148456765050993,tidak,sebelum 2020,belum menikah,tidak ada,32765,10000.0,keluarga,1,1,1,tidak
9745,104053,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5488618922373868,ya,setelah 2020,menikah,ada,10238,,keluarga,1,0,0,tidak
9746,196941,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.2616949116854254,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
9747,282377,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
9748,792693,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.5391018376969258,ya,sebelum 2020,belum menikah,ada,92101,9000.0,keluarga,0,0,0,ya
9749,566975,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4210314732941192,tidak,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
9750,624919,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6935957205432375,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,5,0,5,tidak
9751,410530,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5329070177579344,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
9752,275457,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.8682131393602728,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,3,1,6,tidak
9753,385216,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5424532094676138,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,0,0,1,tidak
9754,220180,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4751662153423804,ya,sebelum 2020,belum menikah,ada,32765,15000.0,keluarga,1,0,1,ya
9755,588727,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.523731888374134,ya,setelah 2020,menikah,ada,32765,8000.0,keluarga,5,0,1,tidak
9756,779959,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4682867324920652,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
9757,714873,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.5468766630493245,tidak,setelah 2020,belum menikah,tidak ada,10238,17000.0,keluarga,1,0,0,tidak
9758,969450,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.7773208236421372,tidak,setelah 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,tidak
9759,404782,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 1-2x UMR,0.3806338982251157,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,1,0,0,tidak
9760,949590,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,antara 2-3x UMR,0.4185435108671473,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,4,0,0,ya
9761,109469,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.600227475663906,tidak,setelah 2020,belum menikah,tidak ada,32765,9000.0,keluarga,2,1,1,ya
9762,174514,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
9763,201418,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4048654473735125,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
9764,143785,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6554399817895643,ya,setelah 2020,menikah,ada,32765,8000.0,keluarga,1,0,0,tidak
9765,366134,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4262030648137452,ya,sebelum 2020,belum menikah,ada,10238,17000.0,keluarga,0,0,0,ya
9766,555440,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.267552947761664,tidak,sebelum 2020,menikah,ada,10238,16000.0,keluarga,0,0,0,ya
9767,197094,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4689135326636327,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,tidak
9768,609461,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.4331758195251915,tidak,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
9769,496053,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.3992287529447922,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,3,ya
9770,53907,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.5853329533352766,ya,sebelum 2020,menikah,ada,10238,12000.0,sport,2,0,1,tidak
9771,263090,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5084737208238376,ya,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,1,tidak
9772,104516,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5648117834171698,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,4,0,4,tidak
9773,568693,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,kurang dari UMR,0.3704208638102152,tidak,sebelum 2020,menikah,ada,10238,12000.0,keluarga,2,0,0,tidak
9774,843861,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2888981487018826,ya,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,0,0,0,ya
9775,850028,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,kurang dari UMR,0.3406174176696211,tidak,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,1,ya
9776,585733,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4690188616884754,ya,sebelum 2020,menikah,ada,10238,7000.0,keluarga,1,0,1,tidak
9777,823538,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7281374767556841,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,2,0,0,tidak
9778,333328,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.4113170955084317,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
9779,756185,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,5,0,0,tidak
9780,26569,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4701802815309037,tidak,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
9781,475633,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6616362384897012,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,3,1,2,tidak
9782,417669,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6255380658356853,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,6,0,1,tidak
9783,762097,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5982141330124617,ya,setelah 2020,belum menikah,ada,32765,,keluarga,7,2,1,tidak
9784,966958,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6882993049868759,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,5,0,1,tidak
9785,904204,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,tidak
9786,588062,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4225677139431647,tidak,sebelum 2020,belum menikah,ada,92101,11000.0,keluarga,1,0,0,tidak
9787,197281,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4809922752467239,ya,sebelum 2020,belum menikah,ada,32765,15000.0,keluarga,2,1,0,ya
9788,615159,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.500920320199425,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,1,0,4,tidak
9789,686598,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5429711948411161,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,3,0,1,tidak
9790,204368,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.4817634106317849,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,3,tidak
9791,340860,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7429578822641658,tidak,setelah 2020,menikah,ada,10238,14000.0,keluarga,2,2,3,tidak
9792,535032,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7749584055423444,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,0,0,0,ya
9793,840011,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5318404446861559,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
9794,495532,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.5589928166993889,tidak,setelah 2020,menikah,ada,10238,12000.0,keluarga,7,0,3,tidak
9795,546389,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.4117578066757061,tidak,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,ya
9796,914808,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5848934178934408,ya,setelah 2020,menikah,tidak ada,10238,12000.0,keluarga,2,0,0,tidak
9797,646480,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5236375573456156,ya,sebelum 2020,belum menikah,tidak ada,32765,11000.0,keluarga,0,0,0,ya
9798,433183,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4910380133996946,ya,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
9799,894905,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6476239396059197,ya,setelah 2020,menikah,tidak ada,10238,,keluarga,0,0,0,tidak
9800,254758,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4258932648706133,tidak,sebelum 2020,menikah,tidak ada,10238,10000.0,keluarga,0,0,0,ya
9801,506753,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.4115178038031517,ya,sebelum 2020,menikah,ada,10238,14000.0,keluarga,0,0,0,ya
9802,190654,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7683773924140196,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,2,1,2,tidak
9803,997242,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6048715219768844,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,5,0,2,tidak
9804,824944,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7485600858791863,ya,setelah 2020,menikah,tidak ada,32765,,keluarga,0,0,0,tidak
9805,559214,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4548361796457958,ya,sebelum 2020,belum menikah,tidak ada,10238,20000.0,keluarga,2,0,0,ya
9806,825389,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.4300182985819376,ya,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,0,0,0,ya
9807,641980,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6734804510741489,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,3,0,0,tidak
9808,329391,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,ada,32765,7000.0,keluarga,1,1,2,tidak
9809,566066,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6479272957531299,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,1,0,1,tidak
9810,803362,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6437017407265333,ya,setelah 2020,menikah,tidak ada,32765,11000.0,keluarga,4,1,0,tidak
9811,619528,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.287083955629214,tidak,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
9812,836232,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,antara 1-2x UMR,0.3332341041437076,tidak,sebelum 2020,menikah,ada,32765,,keluarga,14,4,4,tidak
9813,39440,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 2-3x UMR,0.4693897755686437,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
9814,12406,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4983124241159539,tidak,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,ya
9815,958262,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,10238,7000.0,keluarga,0,0,0,ya
9816,802279,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.7204678049338117,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,0,0,0,ya
9817,585690,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.3802414464939111,ya,sebelum 2020,menikah,ada,32765,,keluarga,8,1,1,tidak
9818,996737,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4755018969121138,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,2,0,2,tidak
9819,634897,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,1,1,0,ya
9820,569066,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6539015362424077,tidak,setelah 2020,menikah,tidak ada,10238,14000.0,keluarga,2,1,0,tidak
9821,331821,antara 40-65 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.47479444427068,tidak,sebelum 2020,menikah,ada,92101,10000.0,keluarga,0,0,0,tidak
9822,151071,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6322209847202367,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,4,1,4,tidak
9823,386838,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.5387413138779961,tidak,sebelum 2020,belum menikah,ada,32765,9000.0,keluarga,3,1,0,ya
9824,985849,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6297590500937804,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,4,0,3,tidak
9825,290461,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2796345413054512,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
9826,183391,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.644544390852024,ya,setelah 2020,menikah,ada,32765,6000.0,keluarga,7,0,0,tidak
9827,330622,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4572949458459679,ya,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,2,0,1,tidak
9828,385192,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5623970196789541,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,2,tidak
9829,17397,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6703646273576891,ya,setelah 2020,belum menikah,tidak ada,32765,11000.0,keluarga,0,0,1,tidak
9830,280155,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4657214299801776,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
9831,376223,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2834864943555186,ya,sebelum 2020,menikah,tidak ada,32765,,keluarga,0,0,0,tidak
9832,183483,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,,tidak,sebelum 2020,menikah,ada,10238,,keluarga,0,0,0,tidak
9833,542840,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2994278095235692,tidak,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,ya
9834,783149,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7206610780215068,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,4,0,0,tidak
9835,235196,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3554378159795619,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
9836,696265,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7062848162701159,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,2,1,0,tidak
9837,395947,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4170662788576873,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,0,0,0,tidak
9838,604621,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5027207403958512,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,2,0,2,tidak
9839,974797,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2711130457721413,tidak,setelah 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,ya
9840,776350,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.499761076238171,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,1,0,1,ya
9841,528413,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3936564898754295,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
9842,468565,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,0,1,3,tidak
9843,566509,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5131891962025216,tidak,setelah 2020,menikah,ada,10238,10000.0,keluarga,2,0,1,tidak
9844,932781,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.4979684927863103,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,1,1,5,tidak
9845,28846,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4466788464013393,tidak,sebelum 2020,menikah,ada,32765,5000.0,keluarga,6,0,1,tidak
